id,company_name,roe_percentage,roce_percentage,market_cap_crore,pe_ratio,pb_ratio,roe,roa,debt_equity,sales_cagr,profit_cagr
LICI,Life Insurance Corporation of India,63.61,63.79,183583.67,30.67,8.1,0.432,0.0008,556.2934,7.78,58.38
LICI,Life Insurance Corporation of India,63.61,63.79,183583.67,30.67,8.1,0.4945,0.0077,64.2446,7.78,58.38
LICI,Life Insurance Corporation of India,63.61,63.79,183583.67,30.67,8.1,0.7786,0.0079,99.0308,7.78,58.38
LICI,Life Insurance Corporation of India,63.61,63.79,183583.67,30.67,8.1,2.7046,0.0008,3492.8483,7.78,58.38
LICI,Life Insurance Corporation of India,63.61,63.79,183583.67,30.67,8.1,3.2432,0.0008,4231.1716,7.78,58.38
LICI,Life Insurance Corporation of India,63.61,63.79,183625.08,38.3,8.3,0.3638,0.001,375.2037,7.78,58.38
LICI,Life Insurance Corporation of India,63.61,63.79,183625.08,38.3,8.3,0.432,0.0008,556.2934,7.78,58.38
LICI,Life Insurance Corporation of India,63.61,63.79,183625.08,38.3,8.3,0.4945,0.0077,64.2446,7.78,58.38
LICI,Life Insurance Corporation of India,63.61,63.79,183625.08,38.3,8.3,0.7786,0.0079,99.0308,7.78,58.38
LICI,Life Insurance Corporation of India,63.61,63.79,183625.08,38.3,8.3,2.7046,0.0008,3492.8483,7.78,58.38
LICI,Life Insurance Corporation of India,63.61,63.79,183625.08,38.3,8.3,3.2432,0.0008,4231.1716,7.78,58.38
LICI,Life Insurance Corporation of India,63.61,63.79,196576.3,20.36,2.12,0.3638,0.001,375.2037,7.78,58.38
LICI,Life Insurance Corporation of India,63.61,63.79,196576.3,20.36,2.12,0.432,0.0008,556.2934,7.78,58.38
LICI,Life Insurance Corporation of India,63.61,63.79,196576.3,20.36,2.12,0.4945,0.0077,64.2446,7.78,58.38
LICI,Life Insurance Corporation of India,63.61,63.79,196576.3,20.36,2.12,0.7786,0.0079,99.0308,7.78,58.38
LICI,Life Insurance Corporation of India,63.61,63.79,196576.3,20.36,2.12,2.7046,0.0008,3492.8483,7.78,58.38
LICI,Life Insurance Corporation of India,63.61,63.79,196576.3,20.36,2.12,3.2432,0.0008,4231.1716,7.78,58.38
LICI,Life Insurance Corporation of India,63.61,63.79,204112.31,76.58,7.85,0.3638,0.001,375.2037,7.78,58.38
LICI,Life Insurance Corporation of India,63.61,63.79,204112.31,76.58,7.85,0.432,0.0008,556.2934,7.78,58.38
LICI,Life Insurance Corporation of India,63.61,63.79,204112.31,76.58,7.85,0.4945,0.0077,64.2446,7.78,58.38
LICI,Life Insurance Corporation of India,63.61,63.79,204112.31,76.58,7.85,0.7786,0.0079,99.0308,7.78,58.38
LICI,Life Insurance Corporation of India,63.61,63.79,204112.31,76.58,7.85,2.7046,0.0008,3492.8483,7.78,58.38
LICI,Life Insurance Corporation of India,63.61,63.79,204112.31,76.58,7.85,3.2432,0.0008,4231.1716,7.78,58.38
LODHA,Macrotech Developers Ltd,10.7,11.1,1199352.96,52.31,12.05,0.0104,0.0012,8.5471,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1199352.96,52.31,12.05,0.0387,0.0125,3.0895,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1199352.96,52.31,12.05,0.089,0.0329,2.7018,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1199352.96,52.31,12.05,0.0998,0.0315,3.1723,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1199352.96,52.31,12.05,0.1448,0.0172,8.4133,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1199352.96,52.31,12.05,0.1541,0.0197,7.8127,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1199352.96,52.31,12.05,0.163,0.0182,8.9396,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1199352.96,52.31,12.05,0.1769,0.0227,7.7979,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1199352.96,52.31,12.05,0.2423,0.0285,8.4997,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1199352.96,52.31,12.05,0.3384,0.0411,8.2309,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1199352.96,52.31,12.05,0.3548,0.0279,12.7392,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1199352.96,52.31,12.05,0.428,0.033,12.982,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1209919.99,51.95,7.65,0.0104,0.0012,8.5471,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1209919.99,51.95,7.65,0.0387,0.0125,3.0895,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1209919.99,51.95,7.65,0.089,0.0329,2.7018,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1209919.99,51.95,7.65,0.0998,0.0315,3.1723,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1209919.99,51.95,7.65,0.1448,0.0172,8.4133,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1209919.99,51.95,7.65,0.1541,0.0197,7.8127,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1209919.99,51.95,7.65,0.163,0.0182,8.9396,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1209919.99,51.95,7.65,0.1769,0.0227,7.7979,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1209919.99,51.95,7.65,0.2423,0.0285,8.4997,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1209919.99,51.95,7.65,0.3384,0.0411,8.2309,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1209919.99,51.95,7.65,0.3548,0.0279,12.7392,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1209919.99,51.95,7.65,0.428,0.033,12.982,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1322559.29,13.49,1.97,0.0104,0.0012,8.5471,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1322559.29,13.49,1.97,0.0387,0.0125,3.0895,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1322559.29,13.49,1.97,0.089,0.0329,2.7018,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1322559.29,13.49,1.97,0.0998,0.0315,3.1723,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1322559.29,13.49,1.97,0.1448,0.0172,8.4133,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1322559.29,13.49,1.97,0.1541,0.0197,7.8127,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1322559.29,13.49,1.97,0.163,0.0182,8.9396,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1322559.29,13.49,1.97,0.1769,0.0227,7.7979,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1322559.29,13.49,1.97,0.2423,0.0285,8.4997,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1322559.29,13.49,1.97,0.3384,0.0411,8.2309,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1322559.29,13.49,1.97,0.3548,0.0279,12.7392,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1322559.29,13.49,1.97,0.428,0.033,12.982,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1462369.84,58.75,11.25,0.0104,0.0012,8.5471,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1462369.84,58.75,11.25,0.0387,0.0125,3.0895,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1462369.84,58.75,11.25,0.089,0.0329,2.7018,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1462369.84,58.75,11.25,0.0998,0.0315,3.1723,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1462369.84,58.75,11.25,0.1448,0.0172,8.4133,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1462369.84,58.75,11.25,0.1541,0.0197,7.8127,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1462369.84,58.75,11.25,0.163,0.0182,8.9396,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1462369.84,58.75,11.25,0.1769,0.0227,7.7979,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1462369.84,58.75,11.25,0.2423,0.0285,8.4997,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1462369.84,58.75,11.25,0.3384,0.0411,8.2309,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1462369.84,58.75,11.25,0.3548,0.0279,12.7392,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1462369.84,58.75,11.25,0.428,0.033,12.982,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1516344.89,70.86,14.94,0.0104,0.0012,8.5471,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1516344.89,70.86,14.94,0.0387,0.0125,3.0895,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1516344.89,70.86,14.94,0.089,0.0329,2.7018,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1516344.89,70.86,14.94,0.0998,0.0315,3.1723,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1516344.89,70.86,14.94,0.1448,0.0172,8.4133,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1516344.89,70.86,14.94,0.1541,0.0197,7.8127,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1516344.89,70.86,14.94,0.163,0.0182,8.9396,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1516344.89,70.86,14.94,0.1769,0.0227,7.7979,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1516344.89,70.86,14.94,0.2423,0.0285,8.4997,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1516344.89,70.86,14.94,0.3384,0.0411,8.2309,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1516344.89,70.86,14.94,0.3548,0.0279,12.7392,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1516344.89,70.86,14.94,0.428,0.033,12.982,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1550822.64,47.06,13.02,0.0104,0.0012,8.5471,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1550822.64,47.06,13.02,0.0387,0.0125,3.0895,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1550822.64,47.06,13.02,0.089,0.0329,2.7018,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1550822.64,47.06,13.02,0.0998,0.0315,3.1723,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1550822.64,47.06,13.02,0.1448,0.0172,8.4133,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1550822.64,47.06,13.02,0.1541,0.0197,7.8127,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1550822.64,47.06,13.02,0.163,0.0182,8.9396,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1550822.64,47.06,13.02,0.1769,0.0227,7.7979,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1550822.64,47.06,13.02,0.2423,0.0285,8.4997,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1550822.64,47.06,13.02,0.3384,0.0411,8.2309,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1550822.64,47.06,13.02,0.3548,0.0279,12.7392,16.49,20.65
LODHA,Macrotech Developers Ltd,10.7,11.1,1550822.64,47.06,13.02,0.428,0.033,12.982,16.49,20.65
LT,Larsen & Toubro Ltd,10.49,17.18,606183.52,18.62,6.6,0.7292,0.5065,1.4398,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,606183.52,18.62,6.6,0.7552,0.5337,1.4152,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,606183.52,18.62,6.6,0.7767,0.5644,1.376,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,606183.52,18.62,6.6,1.769,1.2069,1.4658,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,606183.52,18.62,6.6,2.0159,1.2358,1.6312,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,606183.52,18.62,6.6,2.063,1.4684,1.4049,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,606183.52,18.62,6.6,2.0736,1.4997,1.3826,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,606183.52,18.62,6.6,2.0881,1.5332,1.3619,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,606183.52,18.62,6.6,2.1609,1.4638,1.4762,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,606183.52,18.62,6.6,2.4511,1.6676,1.4699,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,606183.52,18.62,6.6,3.0342,1.8323,1.6559,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,606183.52,18.62,6.6,3.9515,2.2728,1.7386,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,685872.93,60.92,9.78,0.7292,0.5065,1.4398,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,685872.93,60.92,9.78,0.7552,0.5337,1.4152,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,685872.93,60.92,9.78,0.7767,0.5644,1.376,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,685872.93,60.92,9.78,1.769,1.2069,1.4658,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,685872.93,60.92,9.78,2.0159,1.2358,1.6312,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,685872.93,60.92,9.78,2.063,1.4684,1.4049,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,685872.93,60.92,9.78,2.0736,1.4997,1.3826,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,685872.93,60.92,9.78,2.0881,1.5332,1.3619,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,685872.93,60.92,9.78,2.1609,1.4638,1.4762,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,685872.93,60.92,9.78,2.4511,1.6676,1.4699,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,685872.93,60.92,9.78,3.0342,1.8323,1.6559,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,685872.93,60.92,9.78,3.9515,2.2728,1.7386,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,690472.41,13.01,9.07,0.7292,0.5065,1.4398,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,690472.41,13.01,9.07,0.7552,0.5337,1.4152,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,690472.41,13.01,9.07,0.7767,0.5644,1.376,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,690472.41,13.01,9.07,1.769,1.2069,1.4658,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,690472.41,13.01,9.07,2.0159,1.2358,1.6312,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,690472.41,13.01,9.07,2.063,1.4684,1.4049,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,690472.41,13.01,9.07,2.0736,1.4997,1.3826,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,690472.41,13.01,9.07,2.0881,1.5332,1.3619,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,690472.41,13.01,9.07,2.1609,1.4638,1.4762,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,690472.41,13.01,9.07,2.4511,1.6676,1.4699,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,690472.41,13.01,9.07,3.0342,1.8323,1.6559,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,690472.41,13.01,9.07,3.9515,2.2728,1.7386,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,864042.71,18.77,11.91,0.7292,0.5065,1.4398,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,864042.71,18.77,11.91,0.7552,0.5337,1.4152,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,864042.71,18.77,11.91,0.7767,0.5644,1.376,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,864042.71,18.77,11.91,1.769,1.2069,1.4658,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,864042.71,18.77,11.91,2.0159,1.2358,1.6312,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,864042.71,18.77,11.91,2.063,1.4684,1.4049,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,864042.71,18.77,11.91,2.0736,1.4997,1.3826,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,864042.71,18.77,11.91,2.0881,1.5332,1.3619,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,864042.71,18.77,11.91,2.1609,1.4638,1.4762,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,864042.71,18.77,11.91,2.4511,1.6676,1.4699,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,864042.71,18.77,11.91,3.0342,1.8323,1.6559,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,864042.71,18.77,11.91,3.9515,2.2728,1.7386,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,937726.82,29.41,13.63,0.7292,0.5065,1.4398,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,937726.82,29.41,13.63,0.7552,0.5337,1.4152,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,937726.82,29.41,13.63,0.7767,0.5644,1.376,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,937726.82,29.41,13.63,1.769,1.2069,1.4658,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,937726.82,29.41,13.63,2.0159,1.2358,1.6312,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,937726.82,29.41,13.63,2.063,1.4684,1.4049,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,937726.82,29.41,13.63,2.0736,1.4997,1.3826,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,937726.82,29.41,13.63,2.0881,1.5332,1.3619,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,937726.82,29.41,13.63,2.1609,1.4638,1.4762,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,937726.82,29.41,13.63,2.4511,1.6676,1.4699,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,937726.82,29.41,13.63,3.0342,1.8323,1.6559,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,937726.82,29.41,13.63,3.9515,2.2728,1.7386,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,1124597.5,30.8,2.48,0.7292,0.5065,1.4398,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,1124597.5,30.8,2.48,0.7552,0.5337,1.4152,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,1124597.5,30.8,2.48,0.7767,0.5644,1.376,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,1124597.5,30.8,2.48,1.769,1.2069,1.4658,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,1124597.5,30.8,2.48,2.0159,1.2358,1.6312,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,1124597.5,30.8,2.48,2.063,1.4684,1.4049,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,1124597.5,30.8,2.48,2.0736,1.4997,1.3826,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,1124597.5,30.8,2.48,2.0881,1.5332,1.3619,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,1124597.5,30.8,2.48,2.1609,1.4638,1.4762,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,1124597.5,30.8,2.48,2.4511,1.6676,1.4699,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,1124597.5,30.8,2.48,3.0342,1.8323,1.6559,10.21,9.75
LT,Larsen & Toubro Ltd,10.49,17.18,1124597.5,30.8,2.48,3.9515,2.2728,1.7386,10.21,9.75
LTIM,LTIMindtree Ltd,26.04,34.1,1066603.12,71.7,1.11,0.229,0.1665,1.376,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1066603.12,71.7,1.11,0.2653,0.181,1.4658,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1066603.12,71.7,1.11,0.2658,0.1878,1.4152,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1066603.12,71.7,1.11,0.2765,0.192,1.4398,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1066603.12,71.7,1.11,0.2813,0.1724,1.6312,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1066603.12,71.7,1.11,0.2881,0.2084,1.3826,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1066603.12,71.7,1.11,0.3088,0.2198,1.4049,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1066603.12,71.7,1.11,0.3098,0.2275,1.3619,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1066603.12,71.7,1.11,0.3796,0.2582,1.4699,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1066603.12,71.7,1.11,0.3934,0.2665,1.4762,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1066603.12,71.7,1.11,0.4197,0.2414,1.7386,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1066603.12,71.7,1.11,0.6186,0.3736,1.6559,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1202160.21,45.11,12.85,0.229,0.1665,1.376,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1202160.21,45.11,12.85,0.2653,0.181,1.4658,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1202160.21,45.11,12.85,0.2658,0.1878,1.4152,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1202160.21,45.11,12.85,0.2765,0.192,1.4398,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1202160.21,45.11,12.85,0.2813,0.1724,1.6312,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1202160.21,45.11,12.85,0.2881,0.2084,1.3826,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1202160.21,45.11,12.85,0.3088,0.2198,1.4049,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1202160.21,45.11,12.85,0.3098,0.2275,1.3619,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1202160.21,45.11,12.85,0.3796,0.2582,1.4699,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1202160.21,45.11,12.85,0.3934,0.2665,1.4762,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1202160.21,45.11,12.85,0.4197,0.2414,1.7386,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1202160.21,45.11,12.85,0.6186,0.3736,1.6559,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1325609.47,61.37,3.82,0.229,0.1665,1.376,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1325609.47,61.37,3.82,0.2653,0.181,1.4658,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1325609.47,61.37,3.82,0.2658,0.1878,1.4152,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1325609.47,61.37,3.82,0.2765,0.192,1.4398,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1325609.47,61.37,3.82,0.2813,0.1724,1.6312,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1325609.47,61.37,3.82,0.2881,0.2084,1.3826,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1325609.47,61.37,3.82,0.3088,0.2198,1.4049,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1325609.47,61.37,3.82,0.3098,0.2275,1.3619,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1325609.47,61.37,3.82,0.3796,0.2582,1.4699,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1325609.47,61.37,3.82,0.3934,0.2665,1.4762,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1325609.47,61.37,3.82,0.4197,0.2414,1.7386,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1325609.47,61.37,3.82,0.6186,0.3736,1.6559,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1325692.27,30.49,14.47,0.229,0.1665,1.376,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1325692.27,30.49,14.47,0.2653,0.181,1.4658,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1325692.27,30.49,14.47,0.2658,0.1878,1.4152,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1325692.27,30.49,14.47,0.2765,0.192,1.4398,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1325692.27,30.49,14.47,0.2813,0.1724,1.6312,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1325692.27,30.49,14.47,0.2881,0.2084,1.3826,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1325692.27,30.49,14.47,0.3088,0.2198,1.4049,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1325692.27,30.49,14.47,0.3098,0.2275,1.3619,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1325692.27,30.49,14.47,0.3796,0.2582,1.4699,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1325692.27,30.49,14.47,0.3934,0.2665,1.4762,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1325692.27,30.49,14.47,0.4197,0.2414,1.7386,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1325692.27,30.49,14.47,0.6186,0.3736,1.6559,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1328108.48,60.16,10.57,0.229,0.1665,1.376,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1328108.48,60.16,10.57,0.2653,0.181,1.4658,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1328108.48,60.16,10.57,0.2658,0.1878,1.4152,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1328108.48,60.16,10.57,0.2765,0.192,1.4398,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1328108.48,60.16,10.57,0.2813,0.1724,1.6312,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1328108.48,60.16,10.57,0.2881,0.2084,1.3826,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1328108.48,60.16,10.57,0.3088,0.2198,1.4049,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1328108.48,60.16,10.57,0.3098,0.2275,1.3619,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1328108.48,60.16,10.57,0.3796,0.2582,1.4699,20.78,19.09
LTIM,LTIMindtree Ltd,26.04,34.1,1328108.48,60.16,10.57,0.3934,0.2665,1.4762,20.78,19.09
